2.402916,0.525406,1.000000
1.327175,0.597626,1.000000
0.699857,1.516133,1.000000
0.510218,0.725715,1.000000
0.546473,1.954642,1.000000
2.318359,2.456694,1.000000
1.239193,0.650333,1.000000
0.658684,1.473561,1.000000
1.622069,2.304761,1.000000
1.286953,0.532441,1.000000
0.532907,0.969988,1.000000
2.438378,1.976942,1.000000
2.425349,0.894100,1.000000
2.418910,1.548284,1.000000
0.572866,1.953743,1.000000
0.507820,0.600588,1.000000
2.483985,0.924515,1.000000
2.394741,1.403081,1.000000
2.497589,1.795003,1.000000
2.375765,2.321995,1.000000
1.295987,2.350607,1.000000
1.775417,2.485483,1.000000
1.488707,0.581791,1.000000
2.341161,2.335891,1.000000
0.679650,1.858807,1.000000
1.811857,0.507889,1.000000
0.633083,0.502242,1.000000
0.688117,1.417135,1.000000
1.808318,2.433003,1.000000
1.279145,2.440344,1.000000
0.562671,1.109601,1.000000
0.645389,1.434440,1.000000
2.089821,0.613037,1.000000
2.385145,2.048845,1.000000
1.876209,0.690111,1.000000
2.186698,0.582721,1.000000
0.655074,1.236010,1.000000
1.242926,2.365268,1.000000
0.646224,2.194621,1.000000
2.458593,2.222496,1.000000
2.163760,0.662918,1.000000
1.930242,0.679035,1.000000
2.413081,0.519411,1.000000
2.341939,1.946356,1.000000
2.407154,1.011997,1.000000
1.491721,2.376812,1.000000
2.327516,0.698251,1.000000
0.616329,0.847849,1.000000
2.101721,2.450488,1.000000
2.335284,2.360168,1.000000
0.394262,0.675244,2.000000
0.303117,2.392035,2.000000
2.632995,2.011576,2.000000
2.571424,1.855635,2.000000
0.300000,1.300806,2.000000
2.574266,1.767231,2.000000
1.027738,2.626159,2.000000
1.255515,0.363598,2.000000
1.671699,0.459601,2.000000
2.008768,2.502005,2.000000
2.663295,0.353803,2.000000
0.425495,2.558258,2.000000
0.381995,2.164581,2.000000
1.069555,2.631464,2.000000
0.352998,1.419299,2.000000
2.538568,2.628792,2.000000
2.486488,0.482077,2.000000
2.550947,1.811898,2.000000
1.477655,0.397853,2.000000
2.535430,2.040771,2.000000
2.578697,2.038344,2.000000
1.965895,0.376683,2.000000
2.485776,0.313342,2.000000
2.517837,0.612049,2.000000
2.526688,1.291468,2.000000
0.343302,2.379072,2.000000
0.719373,2.512764,2.000000
0.451201,1.166712,2.000000
1.213297,0.478627,2.000000
1.492397,2.662132,2.000000
2.554065,0.952997,2.000000
2.648915,1.731381,2.000000
0.303204,0.627968,2.000000
2.501784,0.498146,2.000000
0.336265,1.840647,2.000000
1.649137,0.428721,2.000000
2.589329,2.053168,2.000000
1.201476,2.582142,2.000000
0.328579,2.667229,2.000000
1.727358,2.524615,2.000000
1.028696,2.632050,2.000000
0.816222,0.475817,2.000000
2.575004,2.608693,2.000000
2.633792,2.414812,2.000000
2.607341,1.005353,2.000000
2.595091,2.686628,2.000000
2.660584,0.952561,2.000000
0.377736,2.483495,2.000000
0.562379,2.636383,2.000000
2.540716,2.118258,2.000000
0.708941,2.776976,3.000000
2.808294,2.191909,3.000000
1.571117,2.841686,3.000000
0.292479,1.221179,3.000000
0.290435,1.303614,3.000000
0.196597,0.598254,3.000000
2.694752,0.167875,3.000000
0.516104,2.778995,3.000000
2.865232,0.991283,3.000000
2.047386,0.218415,3.000000
0.601469,2.837439,3.000000
2.832049,0.787237,3.000000
2.497947,2.742605,3.000000
1.196666,0.138097,3.000000
2.884920,0.363713,3.000000
2.746687,1.359600,3.000000
1.423496,2.714081,3.000000
2.174482,0.261868,3.000000
2.869130,1.082659,3.000000
2.846682,1.654663,3.000000
0.638797,2.875296,3.000000
1.392606,2.841918,3.000000
0.127843,2.020375,3.000000
2.810254,1.376132,3.000000
1.589600,2.853813,3.000000
1.630398,0.264338,3.000000
2.808969,0.752354,3.000000
2.454428,0.246501,3.000000
2.758339,2.268031,3.000000
1.293427,2.766233,3.000000
0.286642,2.190404,3.000000
1.658919,0.151344,3.000000
2.771677,0.790757,3.000000
1.292844,0.125791,3.000000
0.270649,2.245759,3.000000
2.868948,1.109337,3.000000
2.860723,0.236691,3.000000
0.222791,2.558305,3.000000
2.518133,2.886608,3.000000
0.212253,1.088441,3.000000
0.297160,1.881335,3.000000
0.214478,0.911116,3.000000
2.586196,2.747759,3.000000
2.511858,2.759346,3.000000
2.360716,2.740544,3.000000
2.852279,0.342405,3.000000
0.248579,0.686731,3.000000
0.204722,0.772698,3.000000
1.736825,2.778942,3.000000
2.739656,2.679279,3.000000
